firstName,lastName,name,team,team_id,overall_rating,skin_color,hair_color,jersey_num,position,height,weight,agility_rating,speed_rating,strength_rating,throwPower_rating,catching_rating,pursuit_rating,manCoverage_rating,jumping_rating,kickPower_rating,face,helmet_r,head_r,waist_r,armLeft_r,armRight_r,leg_r,tattoo_r,sleeveLeft_r,sleeveRight_r,hand_r,undershirt,undershirt_r,visor_r
DeMarcus,Lawrence,DE_90_DeMarcus_Lawrence,Cowboys,9,90,0.35,black,90,DE,75,265,82,83,94,25,33,94,59,90,75,1,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0
Dante,Fowler,DE_6_Dante_Fowler,Cowboys,9,82,0.35,black,6,DE,75,261,87,86,78,22,41,82,34,86,75,1,-1,-1,0,-1,-1,-1,5,0,0,0,0,0,0
Tarell,Basham,DE_84_Tarell_Basham,Cowboys,9,72,0.35,brown,84,DE,78,258,82,80,67,21,31,73,25,70,75,0,-1,-1,-1,-1,-1,-1,7,0,0,0,0,0,0
Samuel,Williams,DE_94_Samuel_Williams,Cowboys,9,68,0.35,brown,94,DE,77,279,75,77,63,18,47,70,22,64,75,0,-1,-1,2,-1,-1,-1,1,0,0,0,0,0,0
Dorance,Armstrong,DE_87_Dorance_Armstrong,Cowboys,9,68,0.35,black,87,DE,76,272,80,82,63,21,45,65,38,65,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Big Kat,Bryant,DE_53_Big Kat_Bryant,Cowboys,9,67,0.35,brown,53,DE,77,278,68,79,62,21,67,71,25,66,75,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Chauncey,Golston,DE_50_Chauncey_Golston,Cowboys,9,60,0.35,black,50,DE,75,262,74,77,53,24,36,58,30,57,75,1,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Neville,Gallimore,DT_96_Neville_Gallimore,Cowboys,9,76,0.35,black,96,DT,74,302,73,79,80,27,33,73,20,64,75,1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0
Carlos,Watkins,DT_91_Carlos_Watkins,Cowboys,9,75,0.35,black,91,DT,75,305,70,77,80,28,36,73,25,63,75,2,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Trysten,Hill,DT_66_Trysten_Hill,Cowboys,9,72,0.35,black,66,DT,73,306,71,70,75,22,32,72,15,66,75,1,-1,-1,-1,-1,-1,-1,7,0,0,0,0,0,0
Osa,Odighizuwa,DT_85_Osa_Odighizuwa,Cowboys,9,67,0.35,black,85,DT,74,305,66,69,71,16,41,65,24,57,75,1,-1,-1,2,-1,-1,-1,2,0,0,0,0,0,0
Quinton,Bohanna,DT_92_Quinton_Bohanna,Cowboys,9,64,0.35,black,92,DT,75,375,51,58,72,40,23,64,13,53,75,1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
John,Ridgeway,DT_69_John_Ridgeway,Cowboys,9,68,0.35,black,69,DT,75,280,70,78,71,12,25,63,20,53,75,1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Austin,Faoliu,DT_93_Austin_Faoliu,Cowboys,9,67,0.35,brown,93,DT,74,308,59,66,73,30,26,62,14,57,75,0,-1,-1,0,-1,-1,-1,2,0,0,0,0,0,0
Leighton,Vander Esch,LB_55_Leighton_Vander Esch,Cowboys,9,88,1,brown,55,LB,76,255,87,85,85,30,75,84,75,85,75,1,-1,-1,0,-1,-1,-1,1,0,0,0,0,0,0
Micah,Parsons,LB_11_Micah_Parsons,Cowboys,9,94,0.3,blonde,11,LB,75,245,88,86,90,42,80,95,80,95,75,2,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Devante,Bond,LB_44_Devante_Bond,Cowboys,9,67,0.35,black,44,LB,75,238,87,89,47,26,53,53,56,52,75,1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Jabril,Cox,LB_42_Jabril_Cox,Cowboys,9,71,0.35,brown,42,LB,76,239,81,89,62,47,51,62,52,61,75,0,-1,0,0,-1,-1,-1,2,0,0,0,0,0,0
Devin,Harper,LB_51_Devin_Harper,Cowboys,9,72,0.35,brown,51,LB,77,250,82,84,61,48,50,72,45,67,75,0,0,-1,2,-1,-1,-1,3,0,0,0,0,0,0
Luke,Gilford,LB_47_Luke_Gilford,Cowboys,9,69,1,black,47,LB,72,215,75,80,62,23,52,71,41,65,75,1,-1,-1,0,-1,-1,-1,7,0,0,0,0,0,0
Trevon,Diggs,CB_7_Trevon_Diggs,Cowboys,9,91,0.35,black,7,CB,73,194,87,96,67,27,95,90,96,95,75,1,-1,-1,0,-1,-1,-1,7,0,0,0,0,0,0
Anthony,Brown,CB_30_Anthony_Brown,Cowboys,9,79,0.35,black,30,CB,71,196,90,96,56,25,65,63,72,70,75,1,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Jourdan,Lewis,CB_25_Jourdan_Lewis,Cowboys,9,77,0.35,black,25,CB,74,196,87,91,60,24,62,67,67,80,75,1,-1,-1,1,-1,-1,-1,6,0,0,0,0,0,0
Kelvin,Joseph,CB_16_Kelvin_Joseph,Cowboys,9,74,0.35,black,16,CB,73,197,89,90,53,33,62,65,65,70,75,1,-1,-1,0,-1,-1,-1,4,0,0,0,0,0,0
Nahshon,Wright,CB_23_Nahshon_Wright,Cowboys,9,71,0.35,black,23,CB,76,186,82,94,45,34,62,60,60,62,75,1,-1,-1,2,-1,-1,-1,1,0,0,0,0,0,0
CJ,Goodwin,CB_18_CJ_Goodwin,Cowboys,9,71,0.35,brown,18,CB,72,200,90,91,43,21,61,61,62,64,75,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
DaRon,Bland,CB_35_DaRon_Bland,Cowboys,9,71,0.35,brown,35,CB,73,188,87,89,46,10,62,62,62,63,75,0,-1,-1,1,-1,-1,-1,7,0,0,0,0,0,0
Kyron,Brown,CB_31_Kyron_Brown,Cowboys,9,71,0.35,black,31,CB,74,192,89,89,47,27,63,62,61,62,75,1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Quandre,Mosely,CB_22_Quandre_Mosely,Cowboys,9,69,0.35,brown,22,CB,74,165,79,93,43,31,47,61,58,63,75,0,0,-1,2,-1,-1,-1,6,0,0,0,0,0,0
Isaac,Taylor-Stuart,CB_34_Isaac_Taylor-Stuart,Cowboys,9,69,0.35,brown,34,CB,78,184,78,87,54,23,73,71,59,61,75,0,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0
Malik,Hooker,S_28_Malik_Hooker,Cowboys,9,78,0.35,black,28,S,74,212,85,90,63,25,62,80,75,79,75,1,-1,0,1,-1,-1,-1,3,0,0,0,0,0,0
Jayron,Kearse,S_27_Jayron_Kearse,Cowboys,9,82,0.35,black,27,S,76,215,86,87,80,35,80,90,74,93,75,1,-1,0,1,-1,-1,-1,0,0,0,0,0,0,0
Israel,Mukuamu,S_3_Israel_Mukuamu,Cowboys,9,67,0.35,black,3,S,70,214,81,84,46,26,62,62,62,65,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Donovan,Wilson,S_17_Donovan_Wilson,Cowboys,9,67,0.35,brown,17,S,76,223,80,87,47,28,63,56,61,64,75,0,-1,-1,-1,-1,-1,-1,6,0,0,0,0,0,0
Juanyeh,Thomas,S_32_Juanyeh_Thomas,Cowboys,9,67,0.35,black,32,S,76,223,80,90,45,32,62,57,57,67,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Tyler,Coyle,S_26_Tyler_Coyle,Cowboys,9,65,0.35,black,26,S,77,215,78,85,43,28,61,63,58,63,75,1,-1,0,0,-1,-1,-1,4,0,0,0,0,0,0
Markquese,Bell,S_19_Markquese_Bell,Cowboys,9,67,0.35,black,19,S,72,219,87,87,42,32,67,58,61,62,75,1,0,-1,-1,-1,-1,-1,2,0,0,0,0,0,0
Jonathan,Garibay,K_2_Jonathan_Garibay,Cowboys,9,67,1,blonde,2,K,71,217,61,74,36,26,33,15,14,61,75,2,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Bryan,Anger,P_5_Bryan_Anger,Cowboys,9,71,1,blonde,5,P,75,202,67,69,58,53,62,37,10,79,75,5,-1,-1,1,-1,-1,-1,2,0,0,0,0,0,0
Russell,Wilson,QB_3_Russell_Wilson,Broncos,10,89,0.35,black,3,QB,71,215,92,85,60,92,68,47,15,83,75,1,-1,-1,0,-1,-1,-1,0,0,0,1,0,0,0
Brett,Rypien,QB_4_Brett_Rypien,Broncos,10,63,1,blonde,4,QB,74,205,80,76,45,63,46,32,11,56,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Javonte,Williams,RB_33_Javonte_Williams,Broncos,10,83,0.35,black,33,RB,70,215,85,88,80,32,68,38,15,87,75,0,-1,-1,0,-1,-1,-1,7,0,0,0,0,0,0
Melvin,Gordon III,RB_25_Melvin_Gordon III,Broncos,10,83,0.35,black,25,RB,73,215,90,91,74,35,71,49,10,85,75,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Andrew,Beck,RB_83_Andrew_Beck,Broncos,10,70,1,blonde,83,RB,75,255,80,84,56,30,57,52,31,62,75,1,-1,-1,-1,-1,-1,-1,7,0,0,0,0,0,0
Mike,Boone,RB_26_Mike_Boone,Broncos,10,74,0.35,brown,26,RB,70,206,86,90,57,39,58,38,14,61,75,0,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Damarea,Crockett,RB_28_Damarea_Crockett,Broncos,10,68,0.35,brown,28,RB,71,225,76,83,54,30,59,56,29,63,75,0,-1,-1,1,-1,-1,-1,3,0,0,0,0,0,0
Tyreik,McAllister,RB_39_Tyreik_McAllister,Broncos,10,71,0.35,brown,39,RB,71,180,84,89,53,25,57,35,13,62,75,0,-1,-1,-1,-1,-1,-1,7,0,0,0,0,0,0
Courtland,Sutton,WR_14_Courtland_Sutton,Broncos,10,85,0.35,black,14,WR,75,216,92,91,73,62,82,36,23,84,75,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Jerry,Jeudy,WR_10_Jerry_Jeudy,Broncos,10,85,0.35,black,10,WR,73,195,93,92,64,27,82,38,23,85,75,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Tim,Patrick,WR_81_Tim_Patrick,Broncos,10,80,0.35,black,81,WR,76,210,85,90,62,36,77,31,20,78,75,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
K.J.,Hamler,WR_1_K.J._Hamler,Broncos,10,75,0.35,black,1,WR,69,180,93,94,45,30,65,30,13,60,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Kendall,Hinton,WR_9_Kendall_Hinton,Broncos,10,69,0.35,black,9,WR,72,195,88,87,40,50,60,27,15,52,75,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Montrell,Washington,WR_12_Montrell_Washington,Broncos,10,69,0.35,black,12,WR,70,170,78,92,40,50,60,26,9,48,75,1,0,-1,-1,-1,-1,-1,5,0,0,0,0,0,0
Tyrie,Cleveland,WR_16_Tyrie_Cleveland,Broncos,10,70,0.35,black,16,WR,74,205,84,87,42,29,63,32,20,56,75,1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Seth,Williams,WR_19_Seth_Williams,Broncos,10,70,0.35,brown,19,WR,75,211,88,87,43,70,63,23,18,53,75,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0
Travis,Fulgham,WR_15_Travis_Fulgham,Broncos,10,71,0.35,brown,15,WR,74,215,85,87,42,26,66,29,13,53,75,0,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0
Trey,Quinn,WR_84_Trey_Quinn,Broncos,10,71,1,brown,84,WR,72,200,79,91,41,35,62,27,21,56,75,0,-1,-1,0,-1,-1,-1,7,0,0,0,0,0,0
Albert,Okwuegbunam,TE_85_Albert_Okwuegbunam,Broncos,10,72,0.35,black,85,TE,76,250,88,91,60,32,78,38,16,65,75,1,-1,-1,-1,-1,-1,-1,5,0,0,0,0,0,0
Greg,Dulcich,TE_80_Greg_Dulcich,Broncos,10,73,1,blonde,80,TE,74,250,80,80,70,40,70,45,21,80,75,1,-1,-1,0,-1,-1,-1,6,0,0,0,0,0,0
Eric,Saubert,TE_82_Eric_Saubert,Broncos,10,63,1,blonde,82,TE,77,250,76,82,56,20,61,36,12,60,75,1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0
Garett,Bolles,LT_72_Garett_Bolles,Broncos,10,83,1,blonde,72,LT,77,300,74,74,90,25,36,39,12,70,75,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Dalton,Risner,LG_66_Dalton_Risner,Broncos,10,78,1,blonde,66,LG,77,315,61,62,87,26,31,42,12,71,75,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Netane,Muti,LG_52_Netane_Muti,Broncos,10,79,0.25,blonde,52,LG,75,315,62,66,87,26,32,40,10,68,75,5,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Lloyd,Cushenberry III,C_79_Lloyd_Cushenberry III,Broncos,10,79,0.35,black,79,C,75,315,57,63,88,22,30,25,13,61,75,1,-1,-1,-1,-1,-1,-1,5,0,0,0,0,0,0
Graham,Glasgow,RG_61_Graham_Glasgow,Broncos,10,80,1,blonde,61,RG,78,310,66,67,88,24,20,31,12,64,75,1,-1,-1,-1,-1,-1,-1,6,0,0,0,0,0,0
Quinn,Meinerz,RG_77_Quinn_Meinerz,Broncos,10,72,1,red,77,RG,75,320,66,73,74,21,25,27,12,70,75,1,-1,-1,-1,-1,-1,-1,6,0,0,0,0,0,0
Billy,Turner,RT_78_Billy_Turner,Broncos,10,75,0.35,black,78,RT,77,310,56,64,85,11,35,30,12,70,75,1,-1,-1,-1,-1,-1,-1,7,0,0,0,0,0,0
Tom,Compton,RT_67_Tom_Compton,Broncos,10,69,1,blonde,67,RT,78,315,61,68,73,31,29,45,11,67,75,1,-1,-1,-1,-1,-1,-1,6,0,0,0,0,0,0
Dre'mont,Jones,DE_93_Dre'mont_Jones,Broncos,10,78,0.35,black,93,DE,75,281,76,73,78,24,51,83,41,77,75,1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0
D.J.,Jones,DE_97_D.J._Jones,Broncos,10,80,0.35,black,97,DE,72,305,77,70,87,24,38,82,20,71,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Marquiss,Spencer,DE_51_Marquiss_Spencer,Broncos,10,66,0.35,black,51,DE,76,300,71,72,64,19,38,67,18,62,75,1,-1,-1,-1,-1,-1,-1,5,0,0,0,0,0,0
McTelvin,Agim,DE_95_McTelvin_Agim,Broncos,10,66,0.35,black,95,DE,75,300,70,73,63,24,31,68,28,61,75,1,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Jonathan,Harris,DE_92_Jonathan_Harris,Broncos,10,63,0.35,brown,92,DE,77,295,60,68,62,26,45,65,20,61,75,0,-1,-1,0,-1,-1,-1,7,0,0,0,0,0,0
Matt,Henningsen,DE_91_Matt_Henningsen,Broncos,10,64,1,black,91,DE,75,291,68,69,61,22,28,68,32,62,75,1,-1,0,1,-1,-1,-1,5,0,0,0,0,0,0
Jonathan,Kongbo,DE_90_Jonathan_Kongbo,Broncos,10,65,0.35,brown,90,DE,77,255,71,79,62,21,32,64,20,63,75,0,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Mike,Purcell,DT_98_Mike_Purcell,Broncos,10,71,0.35,black,98,DT,75,330,65,64,75,38,33,73,20,61,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
DeShawn,Williams,DT_99_DeShawn_Williams,Broncos,10,67,0.35,black,99,DT,73,300,62,68,70,23,43,67,18,60,75,1,-1,-1,0,-1,-1,-1,2,0,0,0,0,0,0
Josey,Jewell,LB_47_Josey_Jewell,Broncos,10,75,1,brown,47,LB,73,236,85,80,65,25,61,73,52,73,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Bradley,Chubb,LB_55_Bradley_Chubb,Broncos,10,82,0.35,black,55,LB,76,275,80,84,91,20,56,83,45,86,75,0,-1,-1,-1,-1,-1,-1,6,0,0,0,0,0,0
Randy,Gregory,LB_94_Randy_Gregory,Broncos,10,80,0.35,black,94,LB,78,260,86,85,80,24,43,85,35,87,75,1,-1,0,0,-1,-1,-1,4,0,0,0,0,0,0
Alex,Singleton,LB_49_Alex_Singleton,Broncos,10,73,1,black,49,LB,75,240,80,85,62,20,53,72,55,61,75,1,-1,-1,-1,-1,-1,-1,6,0,0,0,0,0,0
Jonas,Griffith,LB_50_Jonas_Griffith,Broncos,10,76,0.35,black,50,LB,76,250,80,81,70,18,59,76,54,74,75,1,-1,-1,-1,-1,-1,-1,6,0,0,0,0,0,0
Nik,Bonitto,LB_42_Nik_Bonitto,Broncos,10,72,0.35,blonde,42,LB,75,240,82,81,56,26,52,68,62,61,75,2,-1,-1,2,-1,-1,-1,1,0,0,0,0,0,0
Malik,Reed,LB_59_Malik_Reed,Broncos,10,71,0.35,black,59,LB,74,235,85,77,67,23,40,62,47,61,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Justin,Strnad,LB_40_Justin_Strnad,Broncos,10,71,0.35,black,40,LB,75,235,69,79,77,10,32,78,28,76,75,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Baron,Browning,LB_56_Baron_Browning,Broncos,10,70,0.35,black,56,LB,75,240,75,78,69,16,29,81,19,80,75,1,-1,-1,-1,-1,-1,-1,5,0,0,0,0,0,0
Patrick,Surtain II,CB_2_Patrick_Surtain II,Broncos,10,86,0.35,black,2,CB,74,202,90,93,62,28,72,80,85,92,75,1,-1,-1,0,-1,-1,-1,5,0,0,0,0,0,0
Ronald,Darby,CB_21_Ronald_Darby,Broncos,10,83,0.35,black,21,CB,71,195,87,91,70,26,77,72,77,90,75,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
K'Waun,Williams,CB_24_K'Waun_Williams,Broncos,10,80,0.35,black,24,CB,69,185,90,88,48,36,80,80,80,90,75,0,-1,-1,-1,-1,-1,-1,6,0,0,0,0,0,0
Damarri,Mathis,CB_27_Damarri_Mathis,Broncos,10,76,0.35,brown,27,CB,71,195,92,89,46,30,60,62,73,68,75,0,0,-1,2,-1,-1,-1,3,0,0,0,0,0,0
Michael,Ojemudia,CB_13_Michael_Ojemudia,Broncos,10,76,0.35,black,13,CB,73,200,87,91,47,25,60,60,74,66,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Bless,Austin,CB_38_Bless_Austin,Broncos,10,70,0.35,black,38,CB,73,198,91,85,41,28,56,56,62,67,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Essang,Bassey,CB_34_Essang_Bassey,Broncos,10,71,0.35,black,34,CB,70,190,89,88,42,29,57,57,63,65,75,1,-1,-1,1,-1,-1,-1,7,0,0,0,0,0,0
Faion,Hicks,CB_29_Faion_Hicks,Broncos,10,70,0.35,black,29,CB,70,192,91,88,41,19,54,58,61,65,75,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Ja'Quan,McMillian,CB_35_Ja'Quan_McMillian,Broncos,10,69,0.35,brown,35,CB,70,183,81,88,42,31,53,58,61,64,75,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Justin,Simmons,S_31_Justin_Simmons,Broncos,10,90,0.35,black,31,S,74,202,96,90,85,26,87,94,90,96,75,0,-1,-1,0,-1,-1,-1,6,0,0,0,0,0,0
Kareem,Jackson,S_22_Kareem_Jackson,Broncos,10,80,0.35,black,22,S,70,185,85,88,60,22,80,83,84,90,75,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Caden,Sterns,S_30_Caden_Sterns,Broncos,10,69,0.35,black,30,S,72,205,84,91,45,23,56,62,60,67,75,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Jamar,Johnson,S_41_Jamar_Johnson,Broncos,10,70,0.35,brown,41,S,73,197,86,90,46,25,54,63,63,68,75,0,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
JR,Reed,S_20_JR_Reed,Broncos,10,68,0.35,black,20,S,73,194,85,89,43,29,53,61,62,65,75,1,0,-1,0,-1,-1,-1,5,0,0,0,0,0,0
Delarrin,Turner-Yell,S_32_Delarrin_Turner-Yell,Broncos,10,69,0.35,brown,32,S,71,200,86,90,46,23,52,61,61,64,75,0,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
PJ,Locke,S_37_PJ_Locke,Broncos,10,67,0.35,black,37,S,70,202,78,85,47,25,52,62,60,67,75,1,-1,-1,0,-1,-1,-1,7,0,0,0,0,0,0
Brandon,McManus,K_8_Brandon_McManus,Broncos,10,72,1,black,8,K,75,200,74,76,56,38,35,35,11,68,75,1,-1,-1,-1,-1,-1,-1,6,0,0,0,0,0,0
Sam,Martin,P_6_Sam_Martin,Broncos,10,68,1,blonde,6,P,73,211,57,72,46,41,45,35,10,65,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Jared,Goff,QB_16_Jared_Goff,Lions,11,78,1,blonde,16,QB,76,220,70,74,56,82,26,26,12,56,75,4,-1,-1,0,-1,-1,-1,0,0,0,1,0,0,0
D'Andre,Swift,RB_32_D'Andre_Swift,Lions,11,81,0.25,black,32,RB,68,215,90,90,68,29,72,37,19,93,75,1,-1,-1,-1,-1,-1,-1,6,0,0,0,0,0,0
Jamaal,Williams,RB_30_Jamaal_Williams,Lions,11,83,0.25,brown,30,RB,72,210,86,88,80,22,70,42,12,80,75,0,0,0,-1,-1,-1,-1,5,0,0,0,0,0,0
Jason,Cabinda,RB_45_Jason_Cabinda,Lions,11,77,0.2,black,45,RB,73,235,82,83,72,37,58,40,18,81,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Craig,Reynolds,RB_46_Craig_Reynolds,Lions,11,67,0.4,black,46,RB,71,215,70,70,64,21,52,34,24,74,75,1,0,-1,-1,-1,-1,-1,5,0,0,0,0,0,0
Jermar,Jefferson,RB_28_Jermar_Jefferson,Lions,11,63,0.2,black,28,RB,70,210,70,70,54,38,60,40,14,71,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Amon-ra,St. Brown,WR_14_Amon-ra_St. Brown,Lions,11,82,0.45,blonde,14,WR,72,200,88,88,60,32,80,45,16,90,75,0,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
D.J.,Chark Jr,WR_4_D.J._Chark Jr,Lions,11,83,0.25,black,4,WR,76,200,86,92,64,24,78,34,19,86,75,1,-1,-1,0,-1,-1,-1,2,0,0,0,0,0,0
Jameson,Williams,WR_18_Jameson_Williams,Lions,11,79,0.2,black,18,WR,73,180,90,92,48,36,73,38,17,75,75,1,-1,0,1,-1,-1,-1,5,0,0,0,0,0,0
Josh,Reynolds,WR_8_Josh_Reynolds,Lions,11,74,0.45,black,8,WR,75,190,86,88,49,36,65,19,15,70,75,1,-1,-1,-1,-1,-1,-1,6,0,0,0,0,0,0
Quintez,Cephus,WR_87_Quintez_Cephus,Lions,11,75,0.2,black,87,WR,73,210,82,88,48,25,71,49,42,70,75,0,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Kalif,Raymond,WR_11_Kalif_Raymond,Lions,11,74,0.4,black,11,WR,68,180,77,81,55,32,74,35,12,76,75,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Trinity,Benson,WR_17_Trinity_Benson,Lions,11,67,0.3,black,17,WR,72,185,83,81,43,38,57,42,14,65,75,1,-1,-1,0,-1,-1,-1,1,0,0,0,0,0,0
Tom,Kennedy,WR_85_Tom_Kennedy,Lions,11,66,1,brown,85,WR,70,195,74,80,44,28,58,20,14,63,75,0,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Kalil,Pimpleton,WR_83_Kalil_Pimpleton,Lions,11,66,0.3,black,83,WR,69,170,75,81,45,34,57,54,18,62,75,1,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0
Josh,Johnson,WR_80_Josh_Johnson,Lions,11,65,0.2,black,80,WR,71,180,72,80,43,34,56,27,20,63,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
T.J.,Hockenson,TE_88_T.J._Hockenson,Lions,11,86,1,brown,88,TE,77,250,84,83,80,30,95,54,28,89,75,4,-1,0,2,-1,-1,-1,0,0,0,0,0,0,0
Brock,Wright,TE_89_Brock_Wright,Lions,11,77,1,brown,89,TE,77,255,73,82,79,36,77,55,13,78,75,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
James,Mitchell,TE_82_James_Mitchell,Lions,11,69,0.25,black,82,TE,76,250,71,70,63,24,72,37,9,80,75,1,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Taylor,Decker,LT_68_Taylor_Decker,Lions,11,78,1,brown,68,LT,79,320,60,63,90,19,34,27,12,72,75,5,-1,-1,-1,-1,-1,-1,7,0,0,0,0,0,0
Jonah,Jackson,LG_73_Jonah_Jackson,Lions,11,75,0.75,black,73,LG,76,310,57,65,84,13,31,30,15,66,75,3,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Logan,Stenberg,LG_71_Logan_Stenberg,Lions,11,61,1,brown,71,LG,78,310,55,63,64,31,26,27,13,57,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Frank,Ragnow,C_77_Frank_Ragnow,Lions,11,85,1,brown,77,C,77,310,58,73,92,14,20,33,12,80,75,2,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Halapoulivaati,Vaitai,RG_72_Halapoulivaati_Vaitai,Lions,11,78,0.4,black,72,RG,78,320,66,62,86,28,20,24,11,72,75,1,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Penei,Sewell,RT_58_Penei_Sewell,Lions,11,79,0.4,black,58,RT,77,330,59,69,90,22,37,34,10,70,75,3,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Matt,Nelson,RT_67_Matt_Nelson,Lions,11,67,1,brown,67,RT,79,320,60,63,71,17,23,37,12,68,75,1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Aidan,Hutchinson,DE_97_Aidan_Hutchinson,Lions,11,82,1,brown,97,DE,79,265,80,83,82,26,25,83,20,87,75,1,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Romeo,Okwara,DE_95_Romeo_Okwara,Lions,11,80,0.25,black,95,DE,76,260,76,77,83,25,27,81,21,80,75,1,-1,-1,2,-1,-1,-1,6,0,0,0,0,0,0
Julian,Okwara,DE_99_Julian_Okwara,Lions,11,75,0.3,black,99,DE,76,240,63,62,82,19,27,78,15,76,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Charles,Harris,DE_53_Charles_Harris,Lions,11,77,0.2,black,53,DE,75,250,66,70,84,17,39,76,16,79,75,1,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Austin,Bryant,DE_2_Austin_Bryant,Lions,11,65,0.25,black,2,DE,77,250,63,71,63,22,24,67,17,65,75,0,-1,0,1,-1,-1,-1,2,0,0,0,0,0,0
Josh,Paschal,DE_93_Josh_Paschal,Lions,11,67,0.2,black,93,DE,75,275,75,75,62,24,35,68,21,66,75,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Demetrius,Taylor,DE_62_Demetrius_Taylor,Lions,11,63,0.15,black,62,DE,73,295,61,61,61,21,46,67,26,65,75,0,0,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Michael,Brockers,DT_91_Michael_Brockers,Lions,11,81,0.2,black,91,DT,77,300,71,62,89,21,49,82,15,74,75,1,-1,-1,1,-1,-1,-1,6,0,0,0,0,0,0
